name	perc_frags	num_frags	num_frags_direct	rank	ncbi_taxon_id	scientific_name
SRR10257842	  0.55	1	0	G	590	              Salmonella
SRR10257842	  0.55	1	0	S	28901	                Salmonella enterica
SRR10257842	  0.55	1	0	S1	59201	                  Salmonella enterica subsp. enterica
SRR10257842	  0.55	1	0	S2	1160741	                    Salmonella enterica subsp. enterica serovar Crossness
SRR10257842	  0.55	1	1	S3	1242090	                      Salmonella enterica subsp. enterica serovar Crossness str. 1422-74
SRR10257910	100.00	161	0	R	1	root
SRR10257910	100.00	161	0	R1	131567	  cellular organisms
SRR10257910	100.00	161	0	D	2	    Bacteria
SRR10257910	100.00	161	0	P	1224	      Proteobacteria
SRR10257910	100.00	161	0	C	1236	        Gammaproteobacteria
SRR10257910	100.00	161	0	O	91347	          Enterobacterales
SRR10257910	100.00	161	6	F	543	            Enterobacteriaceae
SRR10257910	 96.27	155	0	G	561	              Escherichia
SRR10257910	 96.27	155	119	S	562	                Escherichia coli
SRR10257910	  4.97	8	8	S1	869729	                  Escherichia coli UM146
SRR10257910	  2.48	4	4	S1	1329907	                  Escherichia coli APEC IMT5155
SRR10257910	  2.48	4	4	S1	362663	                  Escherichia coli 536
SRR10257910	  1.24	2	0	S1	83333	                  Escherichia coli K-12
SRR10257910	  1.24	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR10257910	  1.24	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR10257910	  1.24	2	2	S1	1954351	                  Escherichia coli APEC O2-211
SRR10257910	  1.24	2	2	S1	199310	                  Escherichia coli CFT073
SRR10257910	  1.24	2	2	S1	591946	                  Escherichia coli LF82
SRR10257910	  0.62	1	1	S1	913091	                  Escherichia coli TW10598
SRR10257910	  0.62	1	0	S1	1603259	                  Escherichia coli O139:H28
SRR10257910	  0.62	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
SRR10257910	  0.62	1	1	S1	1382700	                  Escherichia coli PMV-1
SRR10257910	  0.62	1	1	S1	941280	                  Escherichia coli O25b:H4
SRR10257910	  0.62	1	0	S1	861906	                  Escherichia coli O44:H18
SRR10257910	  0.62	1	1	S2	216592	                    Escherichia coli 042
SRR10257910	  0.62	1	1	S1	745156	                  Escherichia coli 1303
SRR10257910	  0.62	1	1	S1	585397	                  Escherichia coli ED1a
SRR10257910	  0.62	1	1	S1	585057	                  Escherichia coli IAI39
SRR10257910	  0.62	1	0	S1	498388	                  Escherichia coli C
SRR10257910	  0.62	1	1	S2	481805	                    Escherichia coli ATCC 8739
SRR10257910	  0.62	1	1	S1	405955	                  Escherichia coli APEC O1
SRR10257910	  0.62	1	0	S1	83334	                  Escherichia coli O157:H7
SRR10257910	  0.62	1	1	S2	1328859	                    Escherichia coli O157:H7 str. SS17
SRR10257910	  0.62	1	1	S1	168807	                  Escherichia coli O127:H6
SRR10258168	100.00	63	0	R	1	root
SRR10258168	100.00	63	0	R1	131567	  cellular organisms
SRR10258168	100.00	63	0	D	2	    Bacteria
SRR10258168	100.00	63	0	P	1224	      Proteobacteria
SRR10258168	100.00	63	0	C	1236	        Gammaproteobacteria
SRR10258168	100.00	63	0	O	91347	          Enterobacterales
SRR10258168	100.00	63	14	F	543	            Enterobacteriaceae
SRR10258168	 76.19	48	1	G	561	              Escherichia
SRR10258168	 74.60	47	29	S	562	                Escherichia coli
SRR10258168	  3.17	2	0	S1	83333	                  Escherichia coli K-12
SRR10258168	  3.17	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR10258168	  3.17	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR10258168	  3.17	2	2	S1	168807	                  Escherichia coli O127:H6
SRR10258168	  3.17	2	2	S1	1329907	                  Escherichia coli APEC IMT5155
SRR10258168	  3.17	2	2	S1	869729	                  Escherichia coli UM146
SRR10258168	  3.17	2	2	S1	362663	                  Escherichia coli 536
SRR10258168	  1.59	1	1	S1	913091	                  Escherichia coli TW10598
SRR10258168	  1.59	1	1	S1	1954351	                  Escherichia coli APEC O2-211
SRR10258168	  1.59	1	0	S1	1603259	                  Escherichia coli O139:H28
SRR10258168	  1.59	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
SRR10258168	  1.59	1	1	S1	1050617	                  Escherichia coli UMNF18
SRR10258168	  1.59	1	1	S1	1038927	                  Escherichia coli O104:H4
SRR10258168	  1.59	1	1	S1	930406	                  Escherichia coli O157:H16
SRR10258168	  1.59	1	0	S1	861906	                  Escherichia coli O44:H18
SRR10258168	  1.59	1	1	S2	216592	                    Escherichia coli 042
SRR10258168	  1.59	1	1	S1	745156	                  Escherichia coli 1303
SRR10258168	  1.59	1	0	G	570	              Klebsiella
SRR10258168	  1.59	1	1	S	573	                Klebsiella pneumoniae
SRR10286270	100.00	76	0	R	1	root
SRR10286270	100.00	76	0	R1	131567	  cellular organisms
SRR10286270	100.00	76	0	D	2	    Bacteria
SRR10286270	100.00	76	0	P	1224	      Proteobacteria
SRR10286270	100.00	76	0	C	1236	        Gammaproteobacteria
SRR10286270	100.00	76	0	O	91347	          Enterobacterales
SRR10286270	100.00	76	5	F	543	            Enterobacteriaceae
SRR10286270	 93.42	71	0	G	561	              Escherichia
SRR10286270	 93.42	71	56	S	562	                Escherichia coli
SRR10286270	  5.26	4	4	S1	869729	                  Escherichia coli UM146
SRR10286270	  2.63	2	0	S1	83333	                  Escherichia coli K-12
SRR10286270	  2.63	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR10286270	  2.63	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR10286270	  2.63	2	2	S1	1329907	                  Escherichia coli APEC IMT5155
SRR10286270	  1.32	1	1	S1	930406	                  Escherichia coli O157:H16
SRR10286270	  1.32	1	1	S1	585397	                  Escherichia coli ED1a
SRR10286270	  1.32	1	1	S1	362663	                  Escherichia coli 536
SRR10286270	  1.32	1	0	S1	1603259	                  Escherichia coli O139:H28
SRR10286270	  1.32	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
SRR10286270	  1.32	1	0	S1	861906	                  Escherichia coli O44:H18
SRR10286270	  1.32	1	1	S2	216592	                    Escherichia coli 042
SRR10286270	  1.32	1	1	S1	168807	                  Escherichia coli O127:H6
SRR10286270	  1.32	1	1	S1	745156	                  Escherichia coli 1303
SRR10380975	100.00	80	1	R	1	root
SRR10380975	 98.75	79	0	R1	131567	  cellular organisms
SRR10380975	 98.75	79	0	D	2	    Bacteria
SRR10380975	 98.75	79	0	P	1224	      Proteobacteria
SRR10380975	 98.75	79	0	C	1236	        Gammaproteobacteria
SRR10380975	 98.75	79	0	O	91347	          Enterobacterales
SRR10380975	 98.75	79	5	F	543	            Enterobacteriaceae
SRR10380975	 91.25	73	0	G	561	              Escherichia
SRR10380975	 91.25	73	52	S	562	                Escherichia coli
SRR10380975	  6.25	5	5	S1	869729	                  Escherichia coli UM146
SRR10380975	  3.75	3	3	S1	1329907	                  Escherichia coli APEC IMT5155
SRR10380975	  2.50	2	0	S1	83333	                  Escherichia coli K-12
SRR10380975	  2.50	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR10380975	  2.50	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR10380975	  2.50	2	2	S1	930406	                  Escherichia coli O157:H16
SRR10380975	  1.25	1	1	S1	913091	                  Escherichia coli TW10598
SRR10380975	  1.25	1	0	S1	1603259	                  Escherichia coli O139:H28
SRR10380975	  1.25	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
SRR10380975	  1.25	1	0	S1	861906	                  Escherichia coli O44:H18
SRR10380975	  1.25	1	1	S2	216592	                    Escherichia coli 042
SRR10380975	  1.25	1	1	S1	745156	                  Escherichia coli 1303
SRR10380975	  1.25	1	1	S1	714962	                  Escherichia coli IHE3034
SRR10380975	  1.25	1	1	S1	585397	                  Escherichia coli ED1a
SRR10380975	  1.25	1	1	S1	405955	                  Escherichia coli APEC O1
SRR10380975	  1.25	1	1	S1	362663	                  Escherichia coli 536
SRR10380975	  1.25	1	1	S1	168807	                  Escherichia coli O127:H6
SRR10380975	  1.25	1	0	G	570	              Klebsiella
SRR10380975	  1.25	1	1	S	573	                Klebsiella pneumoniae
SRR10384915	  0.63	1	1	U	0	unclassified
SRR10384915	 99.37	158	1	R	1	root
SRR10384915	 98.74	157	0	R1	131567	  cellular organisms
SRR10384915	 98.74	157	0	D	2	    Bacteria
SRR10384915	 98.74	157	0	P	1224	      Proteobacteria
SRR10384915	 98.74	157	0	C	1236	        Gammaproteobacteria
SRR10384915	 98.74	157	0	O	91347	          Enterobacterales
SRR10384915	 98.74	157	15	F	543	            Enterobacteriaceae
SRR10384915	 88.68	141	0	G	561	              Escherichia
SRR10384915	 88.68	141	114	S	562	                Escherichia coli
SRR10384915	  3.77	6	6	S1	869729	                  Escherichia coli UM146
SRR10384915	  2.52	4	4	S1	362663	                  Escherichia coli 536
SRR10384915	  1.89	3	3	S1	585057	                  Escherichia coli IAI39
SRR10384915	  1.26	2	0	S1	83333	                  Escherichia coli K-12
SRR10384915	  1.26	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR10384915	  1.26	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR10384915	  1.26	2	2	S1	1329907	                  Escherichia coli APEC IMT5155
SRR10384915	  0.63	1	1	S1	913091	                  Escherichia coli TW10598
SRR10384915	  0.63	1	0	S1	1603259	                  Escherichia coli O139:H28
SRR10384915	  0.63	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
SRR10384915	  0.63	1	1	S1	1382700	                  Escherichia coli PMV-1
SRR10384915	  0.63	1	1	S1	1050617	                  Escherichia coli UMNF18
SRR10384915	  0.63	1	1	S1	941323	                  Escherichia coli VR50
SRR10384915	  0.63	1	1	S1	941280	                  Escherichia coli O25b:H4
SRR10384915	  0.63	1	1	S1	930406	                  Escherichia coli O157:H16
SRR10384915	  0.63	1	0	S1	861906	                  Escherichia coli O44:H18
SRR10384915	  0.63	1	1	S2	216592	                    Escherichia coli 042
SRR10384915	  0.63	1	1	S1	745156	                  Escherichia coli 1303
SRR10384915	  0.63	1	1	S1	585397	                  Escherichia coli ED1a
SRR10384915	  0.63	1	0	G	570	              Klebsiella
SRR10384915	  0.63	1	1	S	573	                Klebsiella pneumoniae
SRR10385124	  0.74	1	1	U	0	unclassified
SRR10385124	 99.26	134	0	R	1	root
SRR10385124	 99.26	134	0	R1	131567	  cellular organisms
SRR10385124	 99.26	134	0	D	2	    Bacteria
SRR10385124	 99.26	134	0	P	1224	      Proteobacteria
SRR10385124	 99.26	134	0	C	1236	        Gammaproteobacteria
SRR10385124	 99.26	134	0	O	91347	          Enterobacterales
SRR10385124	 99.26	134	16	F	543	            Enterobacteriaceae
SRR10385124	 85.93	116	0	G	561	              Escherichia
SRR10385124	 85.93	116	86	S	562	                Escherichia coli
SRR10385124	  4.44	6	6	S1	869729	                  Escherichia coli UM146
SRR10385124	  2.96	4	4	S1	362663	                  Escherichia coli 536
SRR10385124	  2.22	3	3	S1	1329907	                  Escherichia coli APEC IMT5155
SRR10385124	  1.48	2	0	S1	83333	                  Escherichia coli K-12
SRR10385124	  1.48	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR10385124	  1.48	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR10385124	  1.48	2	2	S1	1050617	                  Escherichia coli UMNF18
SRR10385124	  0.74	1	1	S1	405955	                  Escherichia coli APEC O1
SRR10385124	  0.74	1	1	S1	585397	                  Escherichia coli ED1a
SRR10385124	  0.74	1	1	S1	696406	                  Escherichia coli UMNK88
SRR10385124	  0.74	1	1	S1	1382700	                  Escherichia coli PMV-1
SRR10385124	  0.74	1	1	S1	745156	                  Escherichia coli 1303
SRR10385124	  0.74	1	1	S1	1412834	                  Escherichia coli FAP1
SRR10385124	  0.74	1	0	S1	861906	                  Escherichia coli O44:H18
SRR10385124	  0.74	1	1	S2	216592	                    Escherichia coli 042
SRR10385124	  0.74	1	1	S1	1446746	                  Escherichia coli O6:H16
SRR10385124	  0.74	1	0	S1	1603259	                  Escherichia coli O139:H28
SRR10385124	  0.74	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
SRR10385124	  0.74	1	1	S1	168807	                  Escherichia coli O127:H6
SRR10385124	  0.74	1	1	S1	930406	                  Escherichia coli O157:H16
SRR10385124	  0.74	1	1	S1	941280	                  Escherichia coli O25b:H4
SRR10385124	  0.74	1	1	S1	941323	                  Escherichia coli VR50
SRR10385124	  1.48	2	0	G	590	              Salmonella
SRR10385124	  1.48	2	0	S	28901	                Salmonella enterica
SRR10385124	  1.48	2	1	S1	59201	                  Salmonella enterica subsp. enterica
SRR10385124	  0.74	1	0	S2	108619	                    Salmonella enterica subsp. enterica serovar Newport
SRR10385124	  0.74	1	1	S3	877468	                      Salmonella enterica subsp. enterica serovar Newport str. USMARC-S3124.1
SRR10419814	100.00	83	0	R	1	root
SRR10419814	100.00	83	0	R1	131567	  cellular organisms
SRR10419814	100.00	83	0	D	2	    Bacteria
SRR10419814	 98.80	82	0	P	1224	      Proteobacteria
SRR10419814	 98.80	82	0	C	1236	        Gammaproteobacteria
SRR10419814	 98.80	82	0	O	91347	          Enterobacterales
SRR10419814	 98.80	82	7	F	543	            Enterobacteriaceae
SRR10419814	 87.95	73	2	G	561	              Escherichia
SRR10419814	 85.54	71	44	S	562	                Escherichia coli
SRR10419814	  7.23	6	6	S1	869729	                  Escherichia coli UM146
SRR10419814	  6.02	5	5	S1	362663	                  Escherichia coli 536
SRR10419814	  4.82	4	4	S1	1329907	                  Escherichia coli APEC IMT5155
SRR10419814	  3.61	3	0	S1	83333	                  Escherichia coli K-12
SRR10419814	  3.61	3	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR10419814	  3.61	3	3	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR10419814	  2.41	2	2	S1	168807	                  Escherichia coli O127:H6
SRR10419814	  1.20	1	1	S1	941323	                  Escherichia coli VR50
SRR10419814	  1.20	1	1	S1	930406	                  Escherichia coli O157:H16
SRR10419814	  1.20	1	0	S1	861906	                  Escherichia coli O44:H18
SRR10419814	  1.20	1	1	S2	216592	                    Escherichia coli 042
SRR10419814	  1.20	1	1	S1	745156	                  Escherichia coli 1303
SRR10419814	  1.20	1	1	S1	585397	                  Escherichia coli ED1a
SRR10419814	  1.20	1	1	S1	1382700	                  Escherichia coli PMV-1
SRR10419814	  1.20	1	0	S1	1603259	                  Escherichia coli O139:H28
SRR10419814	  1.20	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
SRR10419814	  1.20	1	0	G	570	              Klebsiella
SRR10419814	  1.20	1	1	S	573	                Klebsiella pneumoniae
SRR10419814	  1.20	1	0	G	590	              Salmonella
SRR10419814	  1.20	1	1	S	28901	                Salmonella enterica
SRR10419814	  1.20	1	0	D1	1783272	      Terrabacteria group
SRR10419814	  1.20	1	0	P	1239	        Firmicutes
SRR10419814	  1.20	1	0	C	91061	          Bacilli
SRR10419814	  1.20	1	0	O	1385	            Bacillales
SRR10419814	  1.20	1	0	F	186820	              Listeriaceae
SRR10419814	  1.20	1	0	G	1637	                Listeria
SRR10419814	  1.20	1	1	S	1639	                  Listeria monocytogenes
SRR10502096	100.00	142	0	R	1	root
SRR10502096	100.00	142	0	R1	131567	  cellular organisms
SRR10502096	100.00	142	0	D	2	    Bacteria
SRR10502096	100.00	142	0	P	1224	      Proteobacteria
SRR10502096	100.00	142	0	C	1236	        Gammaproteobacteria
SRR10502096	100.00	142	0	O	91347	          Enterobacterales
SRR10502096	100.00	142	12	F	543	            Enterobacteriaceae
SRR10502096	 90.85	129	0	G	561	              Escherichia
SRR10502096	 90.85	129	93	S	562	                Escherichia coli
SRR10502096	  4.93	7	7	S1	869729	                  Escherichia coli UM146
SRR10502096	  2.82	4	4	S1	1329907	                  Escherichia coli APEC IMT5155
SRR10502096	  2.82	4	4	S1	362663	                  Escherichia coli 536
SRR10502096	  1.41	2	0	S1	83333	                  Escherichia coli K-12
SRR10502096	  1.41	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR10502096	  1.41	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR10502096	  1.41	2	2	S1	405955	                  Escherichia coli APEC O1
SRR10502096	  1.41	2	0	S1	1603259	                  Escherichia coli O139:H28
SRR10502096	  1.41	2	2	S2	331111	                    Escherichia coli O139:H28 str. E24377A
SRR10502096	  1.41	2	2	S1	930406	                  Escherichia coli O157:H16
SRR10502096	  1.41	2	2	S1	168807	                  Escherichia coli O127:H6
SRR10502096	  0.70	1	1	S1	941280	                  Escherichia coli O25b:H4
SRR10502096	  0.70	1	1	S1	585397	                  Escherichia coli ED1a
SRR10502096	  0.70	1	1	S1	1954351	                  Escherichia coli APEC O2-211
SRR10502096	  0.70	1	1	S1	585057	                  Escherichia coli IAI39
SRR10502096	  0.70	1	1	S1	1311757	                  Escherichia coli ACN001
SRR10502096	  0.70	1	1	S1	1382700	                  Escherichia coli PMV-1
SRR10502096	  0.70	1	1	S1	439855	                  Escherichia coli SMS-3-5
SRR10502096	  0.70	1	0	S1	83334	                  Escherichia coli O157:H7
SRR10502096	  0.70	1	1	S2	1328859	                    Escherichia coli O157:H7 str. SS17
SRR10502096	  0.70	1	0	S1	498388	                  Escherichia coli C
SRR10502096	  0.70	1	1	S2	481805	                    Escherichia coli ATCC 8739
SRR10502096	  0.70	1	1	S1	745156	                  Escherichia coli 1303
SRR10502096	  0.70	1	0	S1	861906	                  Escherichia coli O44:H18
SRR10502096	  0.70	1	1	S2	216592	                    Escherichia coli 042
SRR10502096	  0.70	1	0	G	570	              Klebsiella
SRR10502096	  0.70	1	1	S	573	                Klebsiella pneumoniae
SRR10535869	100.00	106	0	R	1	root
SRR10535869	100.00	106	0	R1	131567	  cellular organisms
SRR10535869	100.00	106	1	D	2	    Bacteria
SRR10535869	 99.06	105	0	P	1224	      Proteobacteria
SRR10535869	 99.06	105	0	C	1236	        Gammaproteobacteria
SRR10535869	 99.06	105	3	O	91347	          Enterobacterales
SRR10535869	 96.23	102	16	F	543	            Enterobacteriaceae
SRR10535869	 79.25	84	0	G	561	              Escherichia
SRR10535869	 79.25	84	62	S	562	                Escherichia coli
SRR10535869	  3.77	4	4	S1	869729	                  Escherichia coli UM146
SRR10535869	  2.83	3	3	S1	1329907	                  Escherichia coli APEC IMT5155
SRR10535869	  2.83	3	3	S1	362663	                  Escherichia coli 536
SRR10535869	  2.83	3	3	S1	930406	                  Escherichia coli O157:H16
SRR10535869	  1.89	2	0	S1	83333	                  Escherichia coli K-12
SRR10535869	  1.89	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR10535869	  1.89	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR10535869	  1.89	2	1	S1	168807	                  Escherichia coli O127:H6
SRR10535869	  0.94	1	1	S2	574521	                    Escherichia coli O127:H6 str. E2348/69
SRR10535869	  0.94	1	0	S1	1603259	                  Escherichia coli O139:H28
SRR10535869	  0.94	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
SRR10535869	  0.94	1	0	S1	861906	                  Escherichia coli O44:H18
SRR10535869	  0.94	1	1	S2	216592	                    Escherichia coli 042
SRR10535869	  0.94	1	1	S1	745156	                  Escherichia coli 1303
SRR10535869	  0.94	1	0	S1	498388	                  Escherichia coli C
SRR10535869	  0.94	1	1	S2	481805	                    Escherichia coli ATCC 8739
SRR10535869	  0.94	1	1	S1	1412834	                  Escherichia coli FAP1
SRR10535869	  0.94	1	0	G	570	              Klebsiella
SRR10535869	  0.94	1	1	S	573	                Klebsiella pneumoniae
SRR10535869	  0.94	1	0	G	620	              Shigella
SRR10535869	  0.94	1	0	S	622	                Shigella dysenteriae
SRR10535869	  0.94	1	1	S1	300267	                  Shigella dysenteriae Sd197
SRR10810139	100.00	122	1	R	1	root
SRR10810139	 99.18	121	0	R1	131567	  cellular organisms
SRR10810139	 99.18	121	5	D	2	    Bacteria
SRR10810139	 95.08	116	0	P	1224	      Proteobacteria
SRR10810139	 95.08	116	0	C	1236	        Gammaproteobacteria
SRR10810139	 95.08	116	2	O	91347	          Enterobacterales
SRR10810139	 93.44	114	13	F	543	            Enterobacteriaceae
SRR10810139	 81.15	99	1	G	561	              Escherichia
SRR10810139	 80.33	98	73	S	562	                Escherichia coli
SRR10810139	  4.10	5	5	S1	869729	                  Escherichia coli UM146
SRR10810139	  2.46	3	3	S1	930406	                  Escherichia coli O157:H16
SRR10810139	  2.46	3	3	S1	362663	                  Escherichia coli 536
SRR10810139	  1.64	2	0	S1	83333	                  Escherichia coli K-12
SRR10810139	  1.64	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR10810139	  1.64	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR10810139	  1.64	2	1	S1	168807	                  Escherichia coli O127:H6
SRR10810139	  0.82	1	1	S2	574521	                    Escherichia coli O127:H6 str. E2348/69
SRR10810139	  1.64	2	2	S1	1329907	                  Escherichia coli APEC IMT5155
SRR10810139	  0.82	1	1	S1	913091	                  Escherichia coli TW10598
SRR10810139	  0.82	1	1	S1	1954351	                  Escherichia coli APEC O2-211
SRR10810139	  0.82	1	0	S1	1603259	                  Escherichia coli O139:H28
SRR10810139	  0.82	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
SRR10810139	  0.82	1	1	S1	1412834	                  Escherichia coli FAP1
SRR10810139	  0.82	1	0	S1	861906	                  Escherichia coli O44:H18
SRR10810139	  0.82	1	1	S2	216592	                    Escherichia coli 042
SRR10810139	  0.82	1	1	S1	745156	                  Escherichia coli 1303
SRR10810139	  0.82	1	0	S1	498388	                  Escherichia coli C
SRR10810139	  0.82	1	1	S2	481805	                    Escherichia coli ATCC 8739
SRR10810139	  0.82	1	0	S1	83334	                  Escherichia coli O157:H7
SRR10810139	  0.82	1	1	S2	1328859	                    Escherichia coli O157:H7 str. SS17
SRR10810139	  1.64	2	0	G	570	              Klebsiella
SRR10810139	  0.82	1	1	S	573	                Klebsiella pneumoniae
SRR10810139	  0.82	1	0	S	1134687	                Klebsiella michiganensis
SRR10810139	  0.82	1	1	S1	1191061	                  Klebsiella michiganensis E718
SRR10810359	100.00	114	0	R	1	root
SRR10810359	100.00	114	0	R1	131567	  cellular organisms
SRR10810359	100.00	114	0	D	2	    Bacteria
SRR10810359	100.00	114	0	P	1224	      Proteobacteria
SRR10810359	100.00	114	0	C	1236	        Gammaproteobacteria
SRR10810359	100.00	114	3	O	91347	          Enterobacterales
SRR10810359	 97.37	111	12	F	543	            Enterobacteriaceae
SRR10810359	 85.96	98	0	G	561	              Escherichia
SRR10810359	 85.96	98	70	S	562	                Escherichia coli
SRR10810359	  3.51	4	4	S1	1329907	                  Escherichia coli APEC IMT5155
SRR10810359	  3.51	4	4	S1	869729	                  Escherichia coli UM146
SRR10810359	  2.63	3	3	S1	930406	                  Escherichia coli O157:H16
SRR10810359	  2.63	3	3	S1	362663	                  Escherichia coli 536
SRR10810359	  1.75	2	0	S1	83333	                  Escherichia coli K-12
SRR10810359	  1.75	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR10810359	  1.75	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR10810359	  1.75	2	2	S1	168807	                  Escherichia coli O127:H6
SRR10810359	  0.88	1	1	S1	913091	                  Escherichia coli TW10598
SRR10810359	  0.88	1	1	S1	1954351	                  Escherichia coli APEC O2-211
SRR10810359	  0.88	1	0	S1	1603259	                  Escherichia coli O139:H28
SRR10810359	  0.88	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
SRR10810359	  0.88	1	1	S1	1382700	                  Escherichia coli PMV-1
SRR10810359	  0.88	1	1	S1	1050617	                  Escherichia coli UMNF18
SRR10810359	  0.88	1	0	S1	861906	                  Escherichia coli O44:H18
SRR10810359	  0.88	1	1	S2	216592	                    Escherichia coli 042
SRR10810359	  0.88	1	1	S1	745156	                  Escherichia coli 1303
SRR10810359	  0.88	1	0	S1	498388	                  Escherichia coli C
SRR10810359	  0.88	1	1	S2	481805	                    Escherichia coli ATCC 8739
SRR10810359	  0.88	1	1	S1	439855	                  Escherichia coli SMS-3-5
SRR10810359	  0.88	1	1	S1	405955	                  Escherichia coli APEC O1
SRR10810359	  0.88	1	0	G	570	              Klebsiella
SRR10810359	  0.88	1	1	S	573	                Klebsiella pneumoniae
SRR10947498	100.00	128	0	R	1	root
SRR10947498	100.00	128	0	R1	131567	  cellular organisms
SRR10947498	100.00	128	0	D	2	    Bacteria
SRR10947498	100.00	128	0	P	1224	      Proteobacteria
SRR10947498	100.00	128	0	C	1236	        Gammaproteobacteria
SRR10947498	100.00	128	0	O	91347	          Enterobacterales
SRR10947498	100.00	128	11	F	543	            Enterobacteriaceae
SRR10947498	 91.41	117	1	G	561	              Escherichia
SRR10947498	 90.62	116	65	S	562	                Escherichia coli
SRR10947498	 33.59	43	43	S1	362663	                  Escherichia coli 536
SRR10947498	  3.12	4	4	S1	869729	                  Escherichia coli UM146
SRR10947498	  0.78	1	0	S1	83333	                  Escherichia coli K-12
SRR10947498	  0.78	1	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR10947498	  0.78	1	1	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR10947498	  0.78	1	1	S1	168807	                  Escherichia coli O127:H6
SRR10947498	  0.78	1	1	S1	2048781	                  Escherichia coli O27:H7
SRR10947498	  0.78	1	1	S1	930406	                  Escherichia coli O157:H16
SRR11014951	100.00	128	0	R	1	root
SRR11014951	100.00	128	0	R1	131567	  cellular organisms
SRR11014951	100.00	128	0	D	2	    Bacteria
SRR11014951	100.00	128	0	P	1224	      Proteobacteria
SRR11014951	100.00	128	0	C	1236	        Gammaproteobacteria
SRR11014951	100.00	128	0	O	91347	          Enterobacterales
SRR11014951	 99.22	127	9	F	543	            Enterobacteriaceae
SRR11014951	 89.84	115	1	G	561	              Escherichia
SRR11014951	 89.06	114	84	S	562	                Escherichia coli
SRR11014951	  3.12	4	4	S1	869729	                  Escherichia coli UM146
SRR11014951	  2.34	3	3	S1	1329907	                  Escherichia coli APEC IMT5155
SRR11014951	  2.34	3	3	S1	585397	                  Escherichia coli ED1a
SRR11014951	  1.56	2	0	S1	83333	                  Escherichia coli K-12
SRR11014951	  1.56	2	0	S2	511145	                    Escherichia coli str. K-12 substr. MG1655
SRR11014951	  1.56	2	2	S3	879462	                      Escherichia coli str. K-12 substr. MG1655star
SRR11014951	  1.56	2	2	S1	1412834	                  Escherichia coli FAP1
SRR11014951	  1.56	2	0	S1	244320	                  Escherichia coli O55:H7
SRR11014951	  1.56	2	2	S2	1048689	                    Escherichia coli O55:H7 str. RM12579
SRR11014951	  1.56	2	2	S1	362663	                  Escherichia coli 536
SRR11014951	  1.56	2	2	S1	696406	                  Escherichia coli UMNK88
SRR11014951	  1.56	2	2	S1	439855	                  Escherichia coli SMS-3-5
SRR11014951	  0.78	1	0	S1	2233553	                  Escherichia coli O43
SRR11014951	  0.78	1	1	S2	1055541	                    Escherichia coli O43 str. RM10042
SRR11014951	  0.78	1	1	S1	2048777	                  Escherichia coli O15:H11
SRR11014951	  0.78	1	1	S1	1954351	                  Escherichia coli APEC O2-211
SRR11014951	  0.78	1	0	S1	1603259	                  Escherichia coli O139:H28
SRR11014951	  0.78	1	1	S2	331111	                    Escherichia coli O139:H28 str. E24377A
SRR11014951	  0.78	1	1	S1	1446746	                  Escherichia coli O6:H16
SRR11014951	  0.78	1	1	S1	941323	                  Escherichia coli VR50
